cell_id,x,y,cell_type,unique_region,true_organization,true_border,true_border_operational,signed_distance,distance_from_border,window_frac_B,Neighborhood
1619,15.038666781038046,398.34306249395013,5,1,A,False,False,-489.5472400336955,489.5472400336955,0.0,A
1620,1032.1117797866464,1068.9531918615103,3,1,B,False,False,207.37008423210986,207.37008423210986,1.0,B
1621,107.65386885032058,987.5967241823673,7,1,A,False,False,-521.5821857293612,521.5821857293612,0.0,A
1622,455.3973753936589,945.2721071429551,1,1,A,False,False,-330.47173150786057,330.47173150786057,0.0,A
1623,290.19158938899636,727.4308456107974,1,1,A,False,False,-338.1860956356577,338.1860956356577,0.0,A
1624,814.2646257765591,447.28319719433784,6,1,B,False,False,128.47700705688513,128.47700705688513,1.0,B
1625,3.6409744061529636,616.2914573214948,6,1,A,False,False,-522.108831901476,522.108831901476,0.0,A
1626,118.46936959773302,685.0832356140018,2,1,A,False,False,-420.80344181265633,420.80344181265633,0.0,A
1627,156.24992921948433,339.81611486524343,6,1,A,False,False,-412.35537534051895,412.35537534051895,0.0,A
1628,1426.4703299850225,1392.3220694996417,8,1,B,False,False,466.47711464341813,466.47711464341813,1.0,B
1629,1107.3819380253553,492.9789528250694,3,1,B,False,False,451.8643894150631,451.8643894150631,1.0,B
1630,733.9663915336132,385.8924941159785,5,1,B,True,True,15.36155706769904,15.36155706769904,0.75,A
1631,46.680218540132046,58.43422841280699,1,1,A,False,False,-558.3790613824441,558.3790613824441,0.0,A
1632,0.9232638403773308,807.7083360403776,5,1,A,False,False,-723.2463581945594,723.2463581945594,0.0,A
1633,1322.4587878212333,259.22223273664713,4,1,B,False,False,390.1858289424423,390.1858289424423,1.0,B
1634,1255.4305074736476,325.50505734980106,4,1,B,False,False,330.3272171199798,330.3272171199798,1.0,B
1635,507.3950691148639,1098.3604956418276,2,1,A,False,False,-137.4163831534687,137.4163831534687,0.0,A
1636,1152.8921853750944,994.1908274777234,7,1,B,False,False,250.96885345195733,250.96885345195733,1.0,B
1637,821.4820493012667,100.57456372305751,5,1,A,True,True,-18.90130302036618,18.90130302036618,0.3,A
1638,1143.8237107358873,939.0928032808006,8,1,B,False,False,252.90950869199477,252.90950869199477,1.0,B
1639,617.1611929312348,602.9640357010067,5,1,A,True,False,-33.72231018314027,33.72231018314027,0.1,A
1640,561.2340001389384,527.548071462661,6,1,A,True,False,-68.77652141386785,68.77652141386785,0.0,A
1641,821.6544413007796,542.3539811745286,5,1,B,False,False,187.60033239701988,187.60033239701988,1.0,B
1642,764.7609645500779,388.853813521564,5,1,B,True,False,39.19256102265858,39.19256102265858,1.0,B
1643,486.5350965410471,457.07744266837835,6,1,A,False,False,-140.50959483880195,140.50959483880195,0.0,A
1644,716.3234911859035,1448.8774118945003,6,1,A,True,False,-60.606478097394366,60.606478097394366,0.0,A
1645,157.56812458857894,1417.0181793160737,5,1,A,False,False,-418.1129982681305,418.1129982681305,0.0,A
1646,160.64475802704692,47.27804381400347,2,1,A,False,False,-455.8543340485682,455.8543340485682,0.0,A
1647,494.03803423047066,476.6931440681219,5,1,A,False,False,-133.9857556901998,133.9857556901998,0.0,A
1648,1223.9523022435606,252.32112407684326,5,1,B,False,False,314.3304906192843,314.3304906192843,1.0,B
1649,37.72344393655658,1110.9697055071592,2,1,A,False,False,-478.2793216217688,478.2793216217688,0.0,A
1650,1212.2178836725652,1492.49417334795,7,1,B,False,False,302.2589189719977,302.2589189719977,1.0,B
1651,937.9918053746223,1030.0020393915474,5,1,B,False,False,114.31254123947042,114.31254123947042,1.0,B
1652,286.64493234828115,536.0159100964665,3,1,A,False,False,-342.01321609251744,342.01321609251744,0.0,A
1653,112.72137053310871,143.39141221717,6,1,A,False,False,-720.4453135907838,720.4453135907838,0.0,A
1654,667.6980326883495,1030.2084214054048,8,1,A,True,False,-71.02334042281801,71.02334042281801,0.0,A
1655,936.3520829938352,115.50989001989365,4,1,B,True,False,72.83123020607057,72.83123020607057,1.0,B
1656,791.5089391171932,1073.257578536868,4,1,B,True,False,45.69305966312999,45.69305966312999,0.95,B
1657,264.16987320408225,1373.4376332722604,1,1,A,False,False,-316.0388180968418,316.0388180968418,0.0,A
1658,734.9760965444148,106.11141147091985,6,1,A,True,False,-95.68449223890521,95.68449223890521,0.0,A
1659,738.1558623164892,319.50924871489406,5,1,A,True,False,-30.73491744667342,30.73491744667342,0.2,A
1660,1365.8702108077705,1210.0970749743283,4,1,B,False,False,727.3316241917023,727.3316241917023,1.0,B
1661,811.0747835598886,1496.4884533546865,2,1,A,True,True,-24.88188544087698,24.88188544087698,0.5,A
1662,634.2063043266535,1097.4931851960719,6,1,A,True,False,-47.24488907432805,47.24488907432805,0.0,A
1663,1152.4215121753514,972.1204466186464,4,1,B,False,False,250.91611868793467,250.91611868793467,1.0,B
1664,560.3717104531825,821.8295755796134,6,1,A,False,False,-265.4999539710456,265.4999539710456,0.0,A
1665,282.6915308833122,189.76266402751207,1,1,A,False,False,-580.4086200525875,580.4086200525875,0.0,A
1666,798.8152150064707,657.4326949194074,3,1,B,True,False,66.17361837379154,66.17361837379154,1.0,B
1667,320.4021072015166,395.1732278801501,1,1,A,False,False,-271.6857727156549,271.6857727156549,0.0,A
1668,1316.7814565822482,436.59615190699697,4,1,B,False,False,516.3121289554991,516.3121289554991,1.0,B
1669,1399.4530392810702,1437.182926107198,4,1,B,False,False,427.6383671523689,427.6383671523689,1.0,B
1670,126.57296983525157,1306.1756906099617,2,1,A,False,False,-433.8512362889567,433.8512362889567,0.0,A
1671,1361.4399740472436,1090.5093778856099,4,1,B,False,False,460.98591671882133,460.98591671882133,1.0,B
1672,129.08109789714217,197.39699503406882,1,1,A,False,False,-721.9910982530904,721.9910982530904,0.0,A
1673,895.6349696964025,1152.9930182732642,4,1,B,False,False,202.5454800417145,202.5454800417145,1.0,B
1674,318.75267857685685,117.93230194598436,1,1,A,False,False,-473.8641559946573,473.8641559946573,0.0,A
1675,890.5937131494284,388.14609311521053,3,1,B,False,False,126.97405130687422,126.97405130687422,1.0,B
1676,420.36411445587873,1360.2285669185221,1,1,A,False,False,-202.50109097063267,202.50109097063267,0.0,A
1677,1193.9329840242863,288.3825064636767,6,1,B,False,False,280.79786637897615,280.79786637897615,1.0,B
1678,1299.638960044831,546.0747345350683,8,1,B,False,False,654.2142673627336,654.2142673627336,1.0,B
1679,168.77323994413018,1345.3151062130928,6,1,A,False,False,-380.38988864554983,380.38988864554983,0.0,A
1680,1355.474826414138,1061.585146933794,3,1,B,False,False,421.65278767803085,421.65278767803085,1.0,B
1681,341.89369389787316,1423.7194606103003,8,1,A,False,False,-298.5222597628995,298.5222597628995,0.0,A
1682,1492.3873892985284,1233.7371446192265,8,1,B,False,False,858.9656518410234,858.9656518410234,1.0,B
1683,842.1552437357605,841.5038804523647,5,1,A,True,False,-21.39932196404284,21.39932196404284,0.15,A
1684,1496.3266183622181,1035.0593626499176,3,1,B,False,False,499.2756593855887,499.2756593855887,1.0,B
1685,1345.19765060395,109.30624650791287,6,1,B,False,False,425.0491425078579,425.0491425078579,1.0,B
1686,821.0674677975476,1000.6932173855603,8,1,B,True,True,14.099117939218978,14.099117939218978,0.7,A
1687,919.6434686891735,644.3078401498497,6,1,B,False,False,165.07878518662503,165.07878518662503,1.0,B
1688,46.90800653770566,270.0464758090675,6,1,A,False,False,-607.2408331573303,607.2408331573303,0.0,A
1689,369.1613394767046,473.8016501069069,6,1,A,False,False,-246.5916020243811,246.5916020243811,0.0,A
1690,454.425148665905,28.27488910406828,8,1,A,False,False,-225.45392146833896,225.45392146833896,0.0,A
1691,965.4668639414012,270.4354296438396,3,1,B,False,False,106.15189098810102,106.15189098810102,1.0,B
1692,621.2806832045317,769.2303168587387,1,1,A,False,False,-149.39131284406437,149.39131284406437,0.0,A
1693,162.77408413589,179.4861713424325,7,1,A,False,False,-706.4647995357922,706.4647995357922,0.0,A
1694,1429.8930885270238,320.3098839148879,3,1,B,False,False,449.5392050155295,449.5392050155295,1.0,B
1695,1439.8972727358341,1484.039583709091,4,1,B,False,False,478.04555822790803,478.04555822790803,1.0,B
1696,965.2793244458735,395.8735945634544,4,1,B,False,False,187.39126464570575,187.39126464570575,1.0,B
1697,1045.6857131794095,1402.9736216180027,4,1,B,False,False,199.03926536975143,199.03926536975143,1.0,B
1698,638.7247354723513,705.6948621757329,1,1,A,True,False,-79.9377873150599,79.9377873150599,0.0,A
1699,197.92823866009712,407.5542697682977,5,1,A,False,False,-359.68556456919714,359.68556456919714,0.0,A
1700,827.7135388925672,153.7380963563919,5,1,A,True,False,-39.29590745923118,39.29590745923118,0.15,A
1701,985.7564619742334,47.02767636626959,5,1,B,False,False,133.0960071767574,133.0960071767574,1.0,B
1702,113.94233582541347,1220.5909928306937,2,1,A,False,False,-515.6835641439521,515.6835641439521,0.0,A
1703,985.9325629658997,595.7981524989009,8,1,B,False,False,280.14482963295524,280.14482963295524,1.0,B
1704,985.2452944032848,1489.7819557227194,5,1,B,False,False,119.1732821448057,119.1732821448057,1.0,B
1705,466.0381148569286,583.8157259859145,8,1,A,False,False,-158.47449634297755,158.47449634297755,0.0,A
1706,450.9852952323854,388.92713002860546,2,1,A,False,False,-181.29259266279405,181.29259266279405,0.0,A
1707,793.2901759631932,452.09092693403363,1,1,B,False,False,115.8224943878347,115.8224943878347,1.0,B
1708,95.94411123543978,128.59091302379966,7,1,A,False,False,-700.1848595528228,700.1848595528228,0.0,A
1709,447.10131688043475,311.92091200500727,7,1,A,False,False,-240.8327789991102,240.8327789991102,0.0,A
1710,1249.2711986415088,538.5902132838964,3,1,B,False,False,613.1355061543956,613.1355061543956,1.0,B
1711,408.73827366158366,1330.0128383561969,6,1,A,False,False,-204.10733816925074,204.10733816925074,0.0,A
1712,892.8935341536999,1052.3869316093624,6,1,B,True,False,98.98397836788017,98.98397836788017,1.0,B
1713,1178.2451514154673,1449.1277793422341,3,1,B,False,False,270.0758641203361,270.0758641203361,1.0,B
1714,1442.2244522720575,12.391988653689623,5,1,B,False,False,463.4523984265853,463.4523984265853,1.0,B
1715,1086.3330974243581,1388.338494580239,3,1,B,False,False,238.06555291200056,238.06555291200056,1.0,B
1716,614.4504770636559,405.3707476705313,1,1,A,True,False,-56.88284744843617,56.88284744843617,0.0,A
1717,1217.318007722497,104.36350805684924,7,1,B,False,False,312.45173190425663,312.45173190425663,1.0,B
1718,1440.58455247432,601.5455704182386,5,1,B,False,False,646.8181332437034,646.8181332437034,1.0,B
1719,907.1959890425205,305.3303430788219,6,1,B,True,False,78.36147057994013,78.36147057994013,1.0,B
1720,524.4864849373698,1251.9009481184185,6,1,A,False,False,-105.54997555148996,105.54997555148996,0.0,A
1721,313.72326146811247,1192.1727494336665,8,1,A,False,False,-306.7893272920503,306.7893272920503,0.0,A
1722,156.0760927386582,681.7745282314718,2,1,A,False,False,-393.61355297012983,393.61355297012983,0.0,A
1723,743.7611664645374,1131.1804354190826,5,1,B,True,False,57.42340044083975,57.42340044083975,1.0,B
1724,882.8368624672294,511.4718647673726,4,1,B,False,False,249.83578507454618,249.83578507454618,1.0,B
1725,594.7597506456077,111.35658714920282,6,1,A,False,False,-221.37929199842065,221.37929199842065,0.0,A
1726,34.183595795184374,661.6291925311089,5,1,A,False,False,-474.21041219591683,474.21041219591683,0.0,A
1727,145.5081277526915,299.7127049602568,6,1,A,False,False,-471.65070204879737,471.65070204879737,0.0,A
1728,240.53857242688537,356.5396936610341,2,1,A,False,False,-342.15647406060395,342.15647406060395,0.0,A
1729,166.59052530303597,588.9351801015437,1,1,A,False,False,-416.62927652841785,416.62927652841785,0.0,A
1730,1113.7317074462771,940.053774509579,7,1,B,False,False,226.66404073664367,226.66404073664367,1.0,B
1731,300.5016543902457,445.40535751730204,7,1,A,False,False,-293.18552870661455,293.18552870661455,0.0,A
1732,58.40598000213504,1092.6156677305698,2,1,A,False,False,-457.52541771455674,457.52541771455674,0.0,A
1733,1453.9269623346627,1040.7134271226823,6,1,B,False,False,473.02499652565695,473.02499652565695,1.0,B
1734,1106.1005154624581,597.8700304403901,5,1,B,False,False,377.4922193809803,377.4922193809803,1.0,B
1735,1461.463229265064,484.46519393473864,7,1,B,False,False,769.0468888195171,769.0468888195171,1.0,B
1736,1290.9877840429544,1154.8816272988915,4,1,B,False,False,538.81818841632,538.81818841632,1.0,B
1737,832.299483474344,928.6897731944919,5,1,A,True,True,-21.50282369395027,21.50282369395027,0.35,A
1738,944.6457233279943,1260.2652772329748,3,1,B,False,False,292.67135786101187,292.67135786101187,1.0,B
1739,96.27640480175614,623.934717848897,1,1,A,False,False,-443.5315674090327,443.5315674090327,0.0,A
1740,1287.5411720015109,1316.7360587976873,7,1,B,False,False,485.7928572430701,485.7928572430701,1.0,B
1741,926.8688773736358,1348.8718927837908,4,1,B,False,False,165.4693511838814,165.4693511838814,1.0,B
1742,387.5686847604811,474.3963656947017,1,1,A,False,False,-230.18742674848735,230.18742674848735,0.0,A
1743,426.1986957862973,660.5995972640812,1,1,A,False,False,-198.53417962359248,198.53417962359248,0.0,A
1744,633.8882823474705,3.9577013812959194,5,1,A,True,False,-81.92825527033975,81.92825527033975,0.0,A
1745,196.13748136907816,1364.42856118083,6,1,A,False,False,-360.8901666552113,360.8901666552113,0.0,A
1746,1035.4846129193902,1308.497832622379,4,1,B,False,False,300.9896540400003,300.9896540400003,1.0,B
1747,1344.7369211353362,675.5583747290075,7,1,B,False,False,427.89642800468823,427.89642800468823,1.0,B
1748,48.53677377104759,352.6809923350811,7,1,A,False,False,-475.3744864807685,475.3744864807685,0.0,A
1749,191.54800102114677,870.6321590580046,2,1,A,False,False,-677.7560444683755,677.7560444683755,0.0,A
1750,864.641881082207,647.512273862958,6,1,B,False,False,122.0069221095467,122.0069221095467,1.0,B
1751,346.905876416713,1251.8081073649228,1,1,A,False,False,-277.55331076502625,277.55331076502625,0.0,A
1752,1200.5593311041594,901.0625327937305,4,1,B,False,False,323.88466468899304,323.88466468899304,1.0,B
1753,1478.3981004729867,1039.5069792866707,3,1,B,False,False,489.0757474237296,489.0757474237296,1.0,B
1754,1193.2991514913738,1356.3819020055234,3,1,B,False,False,346.59799925748246,346.59799925748246,1.0,B
1755,120.46662764623761,867.8457015193999,1,1,A,False,False,-747.502453090563,747.502453090563,0.0,A
1756,1255.8859311975539,506.1429748311639,3,1,B,False,False,614.1435668486629,614.1435668486629,1.0,B
1757,1308.5194816812873,805.3613710217178,7,1,B,False,False,390.1751966125664,390.1751966125664,1.0,B
1758,183.99269878864288,1120.6678566522896,5,1,A,False,False,-373.8128814499964,373.8128814499964,0.0,A
1759,1434.6934617497027,889.0768373385072,8,1,B,False,False,560.5102021252377,560.5102021252377,1.0,B
1760,563.5773804970086,83.90932437032461,5,1,A,False,False,-211.11692936754648,211.11692936754648,0.0,A
1761,1429.4479228556156,673.2362159527838,6,1,B,False,False,489.20632311827484,489.20632311827484,1.0,B
1762,1086.0350369475782,28.295705560594797,3,1,B,False,False,211.73944840770787,211.73944840770787,1.0,B
1763,644.4370527751744,472.7677800692618,5,1,B,True,True,1.3383770468707767,1.3383770468707767,0.35,B
1764,786.0170854255557,1334.431114140898,5,1,B,True,False,76.44414122494004,76.44414122494004,1.0,B
1765,949.1866081953049,140.24062687531114,7,1,B,True,False,80.6842003458987,80.6842003458987,1.0,B
1766,368.13405342400074,5.1231952384114265,8,1,A,False,False,-263.71884713715355,263.71884713715355,0.0,A
1767,957.7903104946017,950.7662965916097,3,1,B,True,False,94.78936664891731,94.78936664891731,1.0,B
1768,1240.8851436339319,955.6195512413979,6,1,B,False,False,326.4432212504977,326.4432212504977,1.0,B
1769,52.731487434357405,1293.6317059211433,6,1,A,False,False,-508.830665790108,508.830665790108,0.0,A
1770,1234.0328861027956,1475.2483307383955,5,1,B,False,False,313.0808083802816,313.0808083802816,1.0,B
1771,1000.2304916270077,1111.31308414042,3,1,B,False,False,230.5587970130595,230.5587970130595,1.0,B
1772,1171.7990040779114,1265.1748666539788,6,1,B,False,False,499.2410178684382,499.2410178684382,1.0,B
1773,722.6013857871294,607.9083597287536,6,1,B,True,False,49.179786590046376,49.179786590046376,1.0,B
1774,593.0376760661602,1429.464500863105,2,1,A,False,False,-130.55516549443684,130.55516549443684,0.0,A
1775,1197.749760467559,439.92743734270334,5,1,B,False,False,428.5994784758728,428.5994784758728,1.0,B
1776,1072.1772001124918,1168.0899783968925,3,1,B,False,False,377.69075341719866,377.69075341719866,1.0,B
1777,1048.8045145757496,1357.2357511147857,8,1,B,False,False,243.21736287595925,243.21736287595925,1.0,B
1778,1007.2658630087972,1344.6164983324707,3,1,B,False,False,228.37880088428466,228.37880088428466,1.0,B
1779,674.1290548816323,342.48234517872334,2,1,A,True,False,-57.19650578616471,57.19650578616471,0.0,A
1780,653.0232704244554,1341.8687372468412,4,1,A,True,False,-27.163764729243752,27.163764729243752,0.15,B
1781,1215.1519674807787,848.6245265230536,7,1,B,False,False,337.8839615279651,337.8839615279651,1.0,B
1782,1149.0173460915685,405.027212575078,6,1,B,False,False,330.80005608468304,330.80005608468304,1.0,B
1783,1208.5240124724805,747.8798464871943,1,1,B,False,False,291.8951842370079,291.8951842370079,1.0,B
1784,1399.5139827020466,579.6305034309626,3,1,B,False,False,673.65794555847,673.65794555847,1.0,B
1785,1285.0516783073545,993.4143894352019,7,1,B,False,False,347.13065360494653,347.13065360494653,1.0,B
1786,1367.5362537615001,709.7946689464152,4,1,B,False,False,413.85134439089586,413.85134439089586,1.0,B
1787,201.02317398414016,1284.5227466896176,1,1,A,False,False,-390.7791064329867,390.7791064329867,0.0,A
1788,878.5569509491324,614.7691374644637,8,1,B,False,False,167.14118837111042,167.14118837111042,1.0,B
1789,323.78656044602394,195.4138451255858,1,1,A,False,False,-534.0168961764012,534.0168961764012,0.0,A
1790,13.281106017529964,333.3407104946673,5,1,A,False,False,-516.5035477356859,516.5035477356859,0.0,A
1791,758.4905312396586,628.6964686587453,4,1,B,True,False,60.6546779944892,60.6546779944892,1.0,B
1792,753.6868932656944,1319.8618311434984,6,1,B,True,False,64.29484970845542,64.29484970845542,1.0,B
1793,932.3862120509148,530.3943241015077,7,1,B,False,False,301.8356808137903,301.8356808137903,1.0,B
1794,425.50843209028244,1059.5155209302902,2,1,A,False,False,-214.23329636840342,214.23329636840342,0.0,A
1795,654.5490059070289,222.51352155581117,6,1,A,False,False,-186.98110483918094,186.98110483918094,0.0,A
1796,444.24530072137713,1374.7535543516278,8,1,A,False,False,-192.31176680869925,192.31176680869925,0.0,A
1797,299.9561238102615,197.30657804757357,7,1,A,False,False,-555.0529429637253,555.0529429637253,0.0,A
1798,470.3731066547334,95.55978141725063,2,1,A,False,False,-302.78142609044795,302.78142609044795,0.0,A
1799,1465.1940506882966,557.4760157614946,4,1,B,False,False,793.0057331430476,793.0057331430476,1.0,B
1800,1006.028956733644,449.7001664713025,8,1,B,False,False,289.9609356405602,289.9609356405602,1.0,B
1801,1107.5649303384125,515.0304464623332,3,1,B,False,False,474.88974346382156,474.88974346382156,1.0,B
1802,745.358208194375,38.96540170535445,1,1,A,True,False,-32.16631338783298,32.16631338783298,0.05,A
1803,443.9786598086357,817.1044941991568,1,1,A,False,False,-361.6891287214705,361.6891287214705,0.0,A
1804,716.5173408575356,1095.052098389715,6,1,B,True,True,9.757440682548246,9.757440682548246,0.6,A
1805,893.5149544849992,936.4621918648481,3,1,B,True,False,35.98011695550988,35.98011695550988,1.0,B
1806,80.47400414943695,484.3483124859631,2,1,A,False,False,-520.3152146366117,520.3152146366117,0.0,A
1807,914.4321265630424,1051.3639692217112,6,1,B,False,False,112.88128572464608,112.88128572464608,1.0,B
1808,357.10091376677155,959.5464169979095,1,1,A,False,False,-385.60345800968264,385.60345800968264,0.0,A
1809,415.4867101460695,1484.2899064533412,2,1,A,False,False,-328.19571187023627,328.19571187023627,0.0,A
1810,1309.3712562695146,885.1506030187011,4,1,B,False,False,437.77174173376807,437.77174173376807,1.0,B
1811,1492.4102132208645,49.80773292481899,3,1,B,False,False,495.3466401186537,495.3466401186537,1.0,B
1812,927.6310158893466,477.9861797578633,8,1,B,False,False,262.6773233136088,262.6773233136088,1.0,B
1813,148.36229011416435,792.5866632722318,1,1,A,False,False,-558.566782872704,558.566782872704,0.0,A
1814,621.0526856593788,998.1377511285245,7,1,A,False,False,-131.7143778797926,131.7143778797926,0.0,A
1815,1457.2924487292767,873.205738607794,4,1,B,False,False,587.2196702843863,587.2196702843863,1.0,B
1816,1072.3603628575802,1152.0583955571055,3,1,B,False,False,349.14503231096677,349.14503231096677,1.0,B
1817,1436.4098450168967,459.7349278628826,3,1,B,False,False,675.6657304332118,675.6657304332118,1.0,B
1818,829.3600869365036,453.6667107604444,5,1,B,False,False,147.66044973889592,147.66044973889592,1.0,B
1819,521.9929120503366,1413.2971842773259,2,1,A,False,False,-165.4856888774963,165.4856888774963,0.0,A
1820,1373.3504978008568,312.198830768466,3,1,B,False,False,409.3066647607208,409.3066647607208,1.0,B
1821,1422.8779594413936,923.252577893436,8,1,B,False,False,513.887793294916,513.887793294916,1.0,B
1822,302.1908733062446,941.6937245987356,4,1,A,False,False,-467.55283358867194,467.55283358867194,0.0,A
1823,237.60485462844372,484.6255090087652,8,1,A,False,False,-373.85906977247845,373.85906977247845,0.0,A
1824,1402.6308339089155,367.2031983733177,3,1,B,False,False,459.5261199413971,459.5261199413971,1.0,B
1825,1408.4153794683516,235.77516339719296,3,1,B,False,False,485.1999369662901,485.1999369662901,1.0,B
1826,647.2244001924992,117.70414235070348,5,1,A,False,False,-183.13447729346692,183.13447729346692,0.0,A
1827,11.336944531649351,575.5219180136919,2,1,A,False,False,-570.4669936854286,570.4669936854286,0.0,A
1828,1432.7942035160959,1338.6427438817918,3,1,B,False,False,549.2923382666887,549.2923382666887,1.0,B
1829,497.99551209434867,421.40147276222706,1,1,A,False,False,-136.4385959030234,136.4385959030234,0.0,A
1830,1342.6165678538382,1419.818957336247,3,1,B,False,False,392.07048292139996,392.07048292139996,1.0,B
1831,581.9391743279994,278.7149450741708,6,1,A,False,False,-181.3814096952824,181.3814096952824,0.0,A
1832,1233.382330276072,1495.9842804819345,4,1,B,False,False,321.17688429322516,321.17688429322516,1.0,B
1833,831.9774493575096,1074.7935147956014,8,1,B,True,False,74.78142191887852,74.78142191887852,1.0,B
1834,1326.424463186413,160.00867215916514,3,1,B,False,False,452.8061840821985,452.8061840821985,1.0,B
1835,592.2645488753915,325.8068673312664,2,1,A,False,False,-126.4987340687345,126.4987340687345,0.0,A
1836,962.790903635323,62.89739208295941,4,1,B,False,False,109.89583629425,109.89583629425,1.0,B
1837,270.31988371163607,1274.4837538339198,5,1,A,False,False,-336.9795689899258,336.9795689899258,0.0,A
1838,1350.1098453998566,691.8453220278025,8,1,B,False,False,414.8729408438804,414.8729408438804,1.0,B
1839,368.0041506886482,1444.9066487140954,7,1,A,False,False,-304.7955039150525,304.7955039150525,0.0,A
1840,809.384610503912,324.05437901616096,1,1,B,True,True,21.876624052841507,21.876624052841507,0.7,B
1841,501.36255053803325,566.6280537843704,5,1,A,False,False,-127.42261440286445,127.42261440286445,0.0,A
1842,1273.5413862392306,523.3598942868412,7,1,B,False,False,643.44749989565,643.44749989565,1.0,B
1843,1322.0442119054496,889.8761942982674,1,1,B,False,False,448.52433082863087,448.52433082863087,1.0,B
1844,239.47152541950345,1071.2809581309557,5,1,A,False,False,-335.114479194248,335.114479194248,0.0,A
1845,216.4081698283553,1169.7746319696307,2,1,A,False,False,-380.9494219564773,380.9494219564773,0.0,A
1846,186.55061954632401,783.5805555805564,2,1,A,False,False,-506.83151867919634,506.83151867919634,0.0,A
1847,113.02640894427896,1327.0494136959314,2,1,A,False,False,-428.7339159698028,428.7339159698028,0.0,A
1848,31.626446172595024,434.019026812166,2,1,A,False,False,-500.4252053425828,500.4252053425828,0.0,A
1849,504.2138225398958,937.1248735114932,8,1,A,False,False,-301.995173588141,301.995173588141,0.0,A
1850,644.1425727680326,288.65962056443095,5,1,A,False,False,-124.23522268086838,124.23522268086838,0.0,A
1851,362.65618493780494,1366.4323445409536,8,1,A,False,False,-245.18205940459038,245.18205940459038,0.0,A
1852,917.7332734689116,806.1986337415874,6,1,B,True,False,59.30795675247113,59.30795675247113,1.0,A
1853,1212.8853709436953,1236.0023274086416,4,1,B,False,False,579.0444881156608,579.0444881156608,1.0,B
1854,1362.095387186855,1370.2446171082556,5,1,B,False,False,446.4387146569107,446.4387146569107,1.0,B
1855,657.8470556996763,1114.3957050517201,5,1,A,True,True,-19.742807787884864,19.742807787884864,0.3,A
1856,422.5906552746892,1415.8923458307981,7,1,A,False,False,-235.65427210489577,235.65427210489577,0.0,A
1857,1060.6505186297,714.1292472369969,3,1,B,False,False,201.90432678825988,201.90432678825988,1.0,B
1858,395.8416567184031,1074.1715915501118,8,1,A,False,False,-226.221260347643,226.221260347643,0.0,A
1859,356.8064672872424,1137.7952238544822,5,1,A,False,False,-245.35580741116794,245.35580741116794,0.0,A
1860,252.88490485399961,936.1631870269775,6,1,A,False,False,-522.5872845347745,522.5872845347745,0.0,A
1861,1166.1303620785475,1495.3215261921287,5,1,B,False,False,265.8945527892573,265.8945527892573,1.0,B
1862,866.5962014347315,870.1471877284348,5,1,A,True,True,-3.2863618876739595,3.2863618876739595,0.45,A
1863,1139.8596893996,222.93828008696437,6,1,B,False,False,256.132664076753,256.132664076753,1.0,B
1864,966.2415613420308,1372.8211792185903,6,1,B,False,False,169.52586398284856,169.52586398284856,1.0,B
1865,1324.7687886469066,696.6841737739742,3,1,B,False,False,393.58741358772886,393.58741358772886,1.0,B
1866,413.8426543213427,1403.1315743923187,5,1,A,False,False,-231.06016814226817,231.06016814226817,0.0,A
1867,1395.0492348521948,1404.4980495236814,4,1,B,False,False,435.77709036153766,435.77709036153766,1.0,B
1868,1157.6094143092632,602.574813645333,6,1,B,False,False,411.108582745717,411.108582745717,1.0,B
1869,752.8124400414526,81.72370539978147,5,1,A,True,False,-60.537368082567376,60.537368082567376,0.0,A
1870,522.2291154786944,496.2885668501258,2,1,A,False,False,-107.74745245255072,107.74745245255072,0.0,A
1871,1243.5245350934565,1355.599272530526,6,1,B,False,False,383.2997005398494,383.2997005398494,1.0,B
1872,631.1527169309556,29.340702574700117,5,1,A,False,False,-104.0274309565874,104.0274309565874,0.0,A
1873,750.2530748024583,269.50978115200996,5,1,A,True,False,-61.52251826589749,61.52251826589749,0.0,A
1874,619.2056788131595,458.31691240891814,6,1,A,True,True,-27.061838326253376,27.061838326253376,0.25,B
1875,1314.0937518328428,1080.0031092949212,6,1,B,False,False,413.4600545978662,413.4600545978662,1.0,B
1876,556.8488370627165,380.78815257176757,6,1,A,False,False,-111.38964033005777,111.38964033005777,0.0,A
1877,866.2626366131008,1377.3058550432324,3,1,B,True,False,96.68857318848656,96.68857318848656,1.0,B
1878,1127.5680460967124,1052.7967549860477,3,1,B,False,False,258.98491146755225,258.98491146755225,1.0,B
1879,191.40255264937878,579.0085857734084,6,1,A,False,False,-404.3443395754119,404.3443395754119,0.0,A
1880,756.797291804105,1139.8466709069908,4,1,B,True,False,74.89887432971213,74.89887432971213,1.0,B
1881,150.70191817358136,119.97287767007947,1,1,A,False,False,-627.8360312874657,627.8360312874657,0.0,A
1882,309.0324467048049,409.7275882959366,1,1,A,False,False,-278.57812168196494,278.57812168196494,0.0,A
1883,991.2888812832534,896.4654011651874,4,1,B,False,False,120.96333807033665,120.96333807033665,1.0,B
1884,285.8717772178352,932.1468095295131,8,1,A,False,False,-502.76634508488036,502.76634508488036,0.0,A
1885,1498.2328182086349,1462.4078879132867,3,1,B,False,False,505.61146251115196,505.61146251115196,1.0,B
1886,4.443058278411627,157.5682433322072,2,1,A,False,False,-852.170514859777,852.170514859777,0.0,A
